"country_year","T_res","selected_column","final_count","final_sum","a0_count","a0_sum","a1_count","a1_sum","a2_count","a2_sum","subannual_is_complete","relationship_category","pct_of_annual","annual_total"
"BAHAMAS_2009","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"BAHAMAS_2010","Year","a0",1,10,1,10,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,10
"BAHAMAS_2011","Year","a0",1,6997,1,6997,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6997
"BAHAMAS_2012","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"BAHAMAS_2013","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"BAHAMAS_2014","Year","a0",1,146,1,146,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",57.5342465753425,146
"BAHAMAS_2015","Year","a0",1,10,1,10,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",30,10
"BAHAMAS_2016","Year","a0",1,82,1,82,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",58.5365853658537,82
"BAHAMAS_2017","Week","a0",52,14,52,14,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,14
"BAHAMAS_2018","Week","a0",52,10,52,10,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,10
"BAHAMAS_2019","Year","a0",1,27,1,27,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",59.2592592592593,27
"BAHAMAS_2020","Week","a0",53,3,53,3,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,3
"BAHAMAS_2023","Week","a0",52,243,52,243,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,243
"BAHAMAS_2024","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"BANGLADESH_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BANGLADESH_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BANGLADESH_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BANGLADESH_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BANGLADESH_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BANGLADESH_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BANGLADESH_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BANGLADESH_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BANGLADESH_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BANGLADESH_1999","Year","a0",1,273,1,273,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,273
"BANGLADESH_2000","Year","a0",1,5551,1,5551,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,5551
"BANGLADESH_2001","Year","a0",1,2430,1,2430,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2430
"BANGLADESH_2002","Year","a0",1,6132,1,6132,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6132
"BANGLADESH_2003","Year","a0",1,486,1,486,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,486
"BANGLADESH_2004","Year","a0",1,3934,1,3934,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3934
"BANGLADESH_2005","Year","a0",1,1048,1,1048,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1048
"BANGLADESH_2006","Year","a0",1,2200,1,2200,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2200
"BANGLADESH_2007","Year","a0",1,466,1,466,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,466
"BANGLADESH_2008","Year","a0",1,1153,1,1153,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.8265394622723,1153
"BANGLADESH_2009","Year","a0",1,474,1,474,NA,NA,NA,NA,TRUE,"Annual > sub-annual",99.57805907173,474
"BANGLADESH_2010","Month","a0",12,409,12,409,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,409
"BANGLADESH_2011","Month","a0",12,1359,12,1359,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1359
"BANGLADESH_2012","Month","a0",12,671,12,671,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,671
"BANGLADESH_2013","Month","a0",12,1749,12,1749,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1749
"BANGLADESH_2014","Month","a0",12,375,12,375,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,375
"BANGLADESH_2015","Month","a0",12,3162,12,3162,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,3162
"BANGLADESH_2016","Month","a0",12,6060,12,6060,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,6060
"BANGLADESH_2017","Month","a0",12,2769,12,2769,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,2769
"BANGLADESH_2018","Month","a0",12,10148,12,10148,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,10148
"BANGLADESH_2019","Month","a0",12,104954,12,104954,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,104954
"BANGLADESH_2020","Month","a0",12,1405,12,1405,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,1405
"BANGLADESH_2022","Month","a0",12,62408,12,62408,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,62408
"BANGLADESH_2023","Month","a0",12,321138,12,321138,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,321138
"BANGLADESH_2024","Month","a0",12,101214,12,101214,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,101214
"BARBADOS_1990","Year","a0",1,236,1,236,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,236
"BARBADOS_1991","Year","a0",1,21,1,21,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,21
"BARBADOS_1992","Year","a0",1,4,1,4,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4
"BARBADOS_1993","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"BARBADOS_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BARBADOS_1995","Year","a0",1,974,1,974,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,974
"BARBADOS_1996","Year","a0",1,130,1,130,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,130
"BARBADOS_1997","Year","a0",1,196,1,196,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,196
"BARBADOS_1998","Year","a0",1,852,1,852,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,852
"BARBADOS_1999","Year","a0",1,688,1,688,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,688
"BARBADOS_2000","Year","a0",1,744,1,744,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,744
"BARBADOS_2001","Year","a0",1,1029,1,1029,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1029
"BARBADOS_2002","Year","a0",1,740,1,740,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,740
"BARBADOS_2003","Year","a0",1,557,1,557,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,557
"BARBADOS_2004","Year","a0",1,349,1,349,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,349
"BARBADOS_2005","Year","a0",1,320,1,320,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,320
"BARBADOS_2006","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"BARBADOS_2007","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BARBADOS_2008","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"BARBADOS_2009","Year","a0",1,55,1,55,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,55
"BARBADOS_2010","Year","a0",1,2966,1,2966,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2966
"BARBADOS_2011","Year","a0",1,739,1,739,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,739
"BARBADOS_2012","Year","a0",1,912,1,912,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,912
"BARBADOS_2013","Year","a0",1,2848,1,2848,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2848
"BARBADOS_2014","Week","a0",53,2689,53,2689,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,2689
"BARBADOS_2015","Week","a0",52,503,52,503,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,503
"BARBADOS_2016","Week","a0",52,1732,52,1732,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1732
"BARBADOS_2017","Week","a0",52,597,52,597,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,597
"BARBADOS_2018","Week","a0",52,67,52,67,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,67
"BARBADOS_2019","Week","a0",52,117,52,117,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,117
"BARBADOS_2020","Week","a0",53,1352,53,1352,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1352
"BARBADOS_2021","Week","a0",52,448,52,448,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,448
"BARBADOS_2022","Week","a0",52,339,52,339,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,339
"BARBADOS_2023","Week","a0",52,771,52,771,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,771
"BARBADOS_2024","Week","a0",52,1133,52,1133,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1133
"BELIZE_1990","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"BELIZE_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BELIZE_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BELIZE_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BELIZE_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BELIZE_1995","Year","a0",1,107,1,107,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,107
"BELIZE_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BELIZE_1997","Year","a0",1,141,1,141,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,141
"BELIZE_1998","Year","a0",1,7,1,7,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,7
"BELIZE_1999","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"BELIZE_2000","Year","a0",1,4,1,4,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4
"BELIZE_2001","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"BELIZE_2002","Year","a0",1,41,1,41,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,41
"BELIZE_2003","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BELIZE_2004","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"BELIZE_2005","Year","a0",1,380,1,380,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,380
"BELIZE_2006","Year","a0",1,9,1,9,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,9
"BELIZE_2007","Year","a0",1,40,1,40,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,40
"BELIZE_2008","Year","a0",1,23,1,23,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,23
"BELIZE_2009","Year","a0",1,1370,1,1370,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1370
"BELIZE_2010","Year","a0",1,1885,1,1885,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1885
"BELIZE_2011","Year","a0",1,466,1,466,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,466
"BELIZE_2012","Year","a0",1,1421,1,1421,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1421
"BELIZE_2013","Year","a0",1,2690,1,2690,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2690
"BELIZE_2014","Week","a0",53,5077,53,5077,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",192.821876186859,5077
"BELIZE_2015","Week","a0",52,5691,52,5691,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",239.017219655607,5691
"BELIZE_2016","Week","a0",52,4899,52,4899,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",184.242196314404,4899
"BELIZE_2017","Week","a0",52,3042,52,3042,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",186.969883220652,3042
"BELIZE_2018","Week","a0",52,2326,52,2326,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",175.945537065053,2326
"BELIZE_2019","Week","a0",52,13316,52,13316,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",366.226622662266,13316
"BELIZE_2020","Week","a0",53,2785,53,2785,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",260.523854069224,2785
"BELIZE_2021","Year","a0",1,3104,1,3104,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",40.3028350515464,3104
"BELIZE_2022","Week","a0",52,5080,52,5080,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,5080
"BELIZE_2023","Week","a0",52,1688,52,1688,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1688
"BELIZE_2024","Week","a0",52,1148,52,1148,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1148
"BENIN_2024","Month","a0",12,41,12,41,NA,NA,NA,NA,TRUE,"Case 2: Sub-annual only",NA,41
"BERMUDA_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_1999","Year","a0",1,3,1,3,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3
"BERMUDA_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_2002","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_2003","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_2004","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_2005","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"BERMUDA_2006","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"BERMUDA_2007","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_2008","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_2009","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_2010","Year","a0",1,2,1,2,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2
"BERMUDA_2011","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"BERMUDA_2012","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BERMUDA_2013","Year","a0",1,1,1,1,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1
"BERMUDA_2014","Week","a0",53,1,53,1,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1
"BERMUDA_2015","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"BERMUDA_2016","Week","a0",52,2,52,2,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,2
"BERMUDA_2017","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"BERMUDA_2018","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"BERMUDA_2019","Week","a0",52,2,52,2,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,2
"BERMUDA_2020","Week","a0",53,0,53,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"BERMUDA_2021","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"BERMUDA_2022","Week","a0",52,0,52,0,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",NA,NA
"BERMUDA_2023","Week","a0",52,1,52,1,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,1
"BERMUDA_2024","Week","a0",52,3,52,3,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,3
"BHUTAN_1990","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_1991","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_1992","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_1993","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_1999","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_2000","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_2001","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_2002","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_2003","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_2004","Year","a0",1,2579,1,2579,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,2579
"BHUTAN_2005","Year","a0",1,19,1,19,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,19
"BHUTAN_2006","Year","a0",1,480,1,480,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,480
"BHUTAN_2007","Year","a0",1,86,1,86,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,86
"BHUTAN_2008","Year","a0",1,73,1,73,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,73
"BHUTAN_2009","Year","a0",1,351,1,351,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,351
"BHUTAN_2010","Year","a0",1,874,1,874,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,874
"BHUTAN_2011","Year","a0",1,712,1,712,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,712
"BHUTAN_2012","Year","a0",1,1101,1,1101,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1101
"BHUTAN_2013","Year","a0",1,111,1,111,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,111
"BHUTAN_2014","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_2015","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BHUTAN_2016","Year","a0",1,550,1,550,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,550
"BHUTAN_2017","Year","a0",1,87,1,87,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,87
"BHUTAN_2018","Year","a0",1,28,1,28,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,28
"BHUTAN_2019","Year","a0",1,5480,1,5480,1,5480,NA,NA,NA,"Case 1: Annual only",NA,5480
"BHUTAN_2020","Year","a0",1,16,1,16,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,16
"BHUTAN_2021","Year","a0",1,5,1,5,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,5
"BHUTAN_2022","Year","a0",1,123,1,123,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,123
"BHUTAN_2023","Year","a0",1,626,1,626,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,626
"BHUTAN_2024","Month","a0",10,156,10,156,NA,NA,NA,NA,FALSE,"Case 2: Sub-annual only",NA,156
"BOLIVIA_1990","Year","a0",1,40642,1,40642,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,40642
"BOLIVIA_1991","Year","a0",1,97397,1,97397,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,97397
"BOLIVIA_1992","Year","a0",1,3501,1,3501,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,3501
"BOLIVIA_1993","Year","a0",1,6915,1,6915,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6915
"BOLIVIA_1994","Year","a0",1,54453,1,54453,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,54453
"BOLIVIA_1995","Year","a0",1,7,1,7,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,7
"BOLIVIA_1996","Year","a0",1,52,1,52,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,52
"BOLIVIA_1997","Year","a0",1,539,1,539,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,539
"BOLIVIA_1998","Year","a0",1,49,1,49,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,49
"BOLIVIA_1999","Year","a0",1,43,1,43,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,43
"BOLIVIA_2000","Year","a0",1,73,1,73,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,73
"BOLIVIA_2001","Year","a0",1,176,1,176,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,176
"BOLIVIA_2002","Year","a0",1,891,1,891,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,891
"BOLIVIA_2003","Year","a0",1,6501,1,6501,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,6501
"BOLIVIA_2004","Year","a0",1,7365,1,7365,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",65.3224711473184,7365
"BOLIVIA_2005","Year","a0",1,4433,1,4433,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",86.1267764493571,4433
"BOLIVIA_2006","Year","a0",1,2039,1,2039,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",48.0627758705248,2039
"BOLIVIA_2007","Year","a0",1,7223,1,7223,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",40.3710369652499,7223
"BOLIVIA_2008","Year","a0",1,3178,1,3178,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",27.7218376337319,3178
"BOLIVIA_2009","Year","a0",1,83849,1,83849,NA,NA,NA,NA,FALSE,"Incomplete sub-annual - annual selected",1.93323712864793,83849
"BOLIVIA_2010","Year","a0",1,9918,1,9918,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,9918
"BOLIVIA_2011","Year","a0",1,26633,1,26633,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,26633
"BOLIVIA_2012","Year","a0",1,51694,1,51694,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,51694
"BOLIVIA_2013","Year","a0",1,13050,1,13050,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,13050
"BOLIVIA_2014","Week","a1",53,46942,53,22625,53,46942,NA,NA,TRUE,"Sub-annual >= Annual",200,46942
"BOLIVIA_2015","Week","a1",52,54198,52,27099,52,54198,NA,NA,TRUE,"Sub-annual >= Annual",200,54198
"BOLIVIA_2016","Week","a1",52,64772,52,32386,52,64772,NA,NA,TRUE,"Sub-annual >= Annual",200,64772
"BOLIVIA_2017","Week","a1",52,19846,52,9239,52,19846,NA,NA,TRUE,"Sub-annual >= Annual",200,19846
"BOLIVIA_2018","Week","a1",52,15194,52,7727,52,15194,NA,NA,TRUE,"Sub-annual >= Annual",196.63517535913,15194
"BOLIVIA_2019","Week","a0",52,19987,52,19987,52,19987,NA,NA,TRUE,"Sub-annual >= Annual",100,19987
"BOLIVIA_2020","Week","a0",53,111347,53,111347,53,111347,NA,NA,TRUE,"Sub-annual >= Annual",100,111347
"BOLIVIA_2021","Week","a0",52,8947,52,8947,52,8947,NA,NA,TRUE,"Sub-annual >= Annual",100,8947
"BOLIVIA_2022","Week","a0",52,20007,52,20007,27,8397,NA,NA,TRUE,"Sub-annual >= Annual",100,20007
"BOLIVIA_2023","Week","a0",52,158744,52,158744,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,158744
"BOLIVIA_2024","Week","a0",52,50439,52,50439,NA,NA,NA,NA,TRUE,"Sub-annual >= Annual",100,50439
"BONAIRE, SAINT EUSTATIUS AND SABA_1990","Year","a0",1,4137,1,4137,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,4137
"BONAIRE, SAINT EUSTATIUS AND SABA_1991","Year","a0",1,1885,1,1885,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,1885
"BONAIRE, SAINT EUSTATIUS AND SABA_1992","Year","a0",1,5495,1,5495,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,5495
"BONAIRE, SAINT EUSTATIUS AND SABA_1993","Year","a0",1,20469,1,20469,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,20469
"BONAIRE, SAINT EUSTATIUS AND SABA_1994","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BONAIRE, SAINT EUSTATIUS AND SABA_1995","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BONAIRE, SAINT EUSTATIUS AND SABA_1996","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BONAIRE, SAINT EUSTATIUS AND SABA_1997","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
"BONAIRE, SAINT EUSTATIUS AND SABA_1998","Year","a0",1,0,1,0,NA,NA,NA,NA,NA,"Case 1: Annual only",NA,0
